"2426";"Clean Shave IPA";543;"American IPA";12.0;0.067;"70"
"2425";"Brass Knuckle Pale Ale";364;"American Pale Ale (APA)";12.0;0.057;"36"
"2424";"Big Star White IPA";364;"American White IPA";12.0;0.07;"70"
"2423";"Fenway American Pale Ale";108;"American Pale Ale (APA)";12.0;0.057999999999999996;"45"
"2422";"Firestarter India Pale Ale";166;"American IPA";12.0;0.066;"72"
"2421";"Watermelon Ale";233;"Fruit / Vegetable Beer";12.0;0.051;"11"
"2420";"Back Bay IPA";108;"American IPA";12.0;0.068;"85"
"2419";"Bunker Hill Blueberry Ale";108;"Other";12.0;0.048;"16"
"2418";"Dubbelicious";4;"Dubbel";16.0;0.065;"N/A"
"2417";"4000 Footer IPA";453;"American IPA";12.0;0.065;"82"
"2416";"Psychopomp";4;"Belgian Dark Ale";16.0;0.062;"N/A"
"2415";"Unchained #18 Hop Silo";139;"American Double / Imperial IPA";16.0;0.083;"100"
"2414";"Consilium";58;"American Pale Ale (APA)";12.0;0.05;"40"
"2413";"Cali Creamin'";477;"Cream Ale";12.0;0.052000000000000005;"21"
"2412";"Deception";268;"American Blonde Ale";12.0;0.045;"16"
"2411";"Nitro Can Coffee Stout";243;"American Stout";12.0;0.052000000000000005;"N/A"
"2410";"Harness the Winter";228;"American IPA";12.0;0.07200000000000001;"87"
"2409";"Doomtree";109;"Extra Special / Strong Bitter (ESB)";16.0;0.057;"N/A"
"2408";"Welcome to Scoville";241;"American IPA";12.0;0.069;"N/A"
"2407";"Rule G IPA";95;"American IPA";12.0;0.07;"88"
"2406";"Murphy's Law";95;"American Amber / Red Ale";12.0;0.057999999999999996;"35"
"2405";"Alter Ego";95;"Saison / Farmhouse Ale";12.0;0.062;"33"
"2404";"Hop in the ‘Pool Helles";20;"American Pilsner";12.0;0.049;"22"
"2403";"P-Town Pilsner";20;"American Pilsner";12.0;0.04;"20"
"2402";"Klickitat Pale Ale";20;"American Pale Ale (APA)";12.0;0.053;"36"
"2401";"Yellow Wolf Imperial IPA";20;"American Double / Imperial IPA";12.0;0.08199999999999999;"103"
"2400";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2399";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2398";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2397";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2396";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2395";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2394";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2393";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2392";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2391";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2390";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2389";"Nonstop Hef Hop";20;"American Pale Wheat Ale";16.0;0.039;"20"
"2388";"Rise Up Red";20;"American Amber / Red Ale";16.0;0.057999999999999996;"60"
"2387";"Pine Belt Pale Ale";22;"American Pale Ale (APA)";12.0;0.065;"45"
"2386";"Third Eye Enlightened Pale Ale";447;"American Pale Ale (APA)";12.0;0.065;"65"
"2385";"Watermelon Wheat";46;"American Pale Wheat Ale";12.0;0.055999999999999994;"N/A"
"2384";"Laka Laka Pineapple";46;"Hefeweizen";12.0;0.051;"17"
"2383";"Oktoberfest";46;"Märzen / Oktoberfest";16.0;0.06;"N/A"
"2382";"Fat Paczki";4;"Belgian Dark Ale";16.0;;"N/A"
"2381";"Earth-Like Planets";4;"Belgian Pale Ale";16.0;;"N/A"
"2380";"IPA #11";340;"American IPA";16.0;0.057;"58"
"2379";"Blood Orange Honey";340;"Fruit / Vegetable Beer";16.0;0.057;"10"
"2377";"Main St. Virginia Ale";2;"Altbier";12.0;0.05;"40"
"2376";"Summer Ale";85;"American Blonde Ale";12.0;0.049;"N/A"
"2375";"Mr. Blue Sky";274;"American Pale Wheat Ale";16.0;0.045;"6"
"2374";"Weisse Versa (2012)";38;"Hefeweizen";12.0;0.052000000000000005;"16"
"2373";"Oktoberfest";215;"Märzen / Oktoberfest";12.0;0.062;"N/A"
"2372";"The Green Room";67;"American IPA";16.0;0.06;"75"
"2371";"Neato Bandito";121;"Euro Pale Lager";12.0;0.06;"N/A"
"2370";"18th Anniversary Gose";237;"Gose";12.0;0.044000000000000004;"5"
"2369";"Straub Beer (Current)";195;"American Adjunct Lager";12.0;0.05;"N/A"
"2368";"Black Hop IPA";104;"American Black Ale";12.0;0.068;"N/A"
"2367";"Humbucker Helles";67;"Maibock / Helles Bock";16.0;0.047;"25"
"2366";"Point Special (Current)";205;"American Adjunct Lager";12.0;0.047;"9"
"2365";"Point Special";205;"American Adjunct Lager";12.0;0.047;"9"
"2364";"Royal Lager";384;"American Pale Lager";16.0;;"N/A"
"2363";"Hop Ryot";186;"American IPA";12.0;0.065;"N/A"
"2362";"2014 IPA Cicada Series";418;"American IPA";16.0;0.075;"72"
"2361";"Axe Head Malt Liquor";362;"American Malt Liquor";24.0;0.099;"N/A"
"2360";"Morning Wood Wheat (Current)";31;"American Pale Wheat Ale";12.0;0.059000000000000004;"14"
"2359";"Huber Bock (2014)";362;"Bock";16.0;0.054000000000000006;"N/A"
"2358";"Minhas Light (2012)";362;"Light Lager";12.0;0.04;"N/A"
"2357";"Porter Culture";67;"American Porter";12.0;0.065;"N/A"
"2356";"Pay It Forward Cocoa Porter";143;"American Porter";12.0;0.07;"N/A"
"2355";"Old Soul";68;"Belgian Strong Pale Ale";12.0;0.075;"25"
"2354";"Lighthouse Amber";340;"Altbier";16.0;0.052000000000000005;"N/A"
"2353";"Sietsema Red Label";325;"Cider";16.0;0.069;"N/A"
"2352";"Extra Pale Ale";65;"American Pale Ale (APA)";12.0;0.053;"49"
"2351";"Behemoth";152;"American Pilsner";12.0;0.05;"N/A"
"2350";"Oklahoma Suks";67;"American Amber / Red Ale";12.0;0.048;"32"
"2349";"Cubano Espresso";14;"Bock";12.0;0.055;"25"
"2348";"Rip Van Winkle (Current)";384;"Bock";12.0;0.08;"N/A"
"2347";"Hunny Do Wheat";506;"American Pale Wheat Ale";12.0;0.048;"18"
"2346";"Sinister Minister Black IPA";418;"American IPA";16.0;0.077;"65"
"2345";"Gansett Light";269;"Light Lager";16.0;0.037000000000000005;"10"
"2344";"O’Malley’s Stout";384;"English Stout";12.0;;"N/A"
"2343";"O’Malley’s IPA";384;"American IPA";12.0;0.075;"89"
"2342";"O’Malley’s Irish Style Cream Ale";384;"Cream Ale";12.0;;"N/A"
"2341";"L'il Lucy's Hot Pepper Ale";384;"Chile Beer";12.0;0.049;"28"
"2340";"Drop Kick Ale";384;"American Amber / Red Ale";12.0;0.052000000000000005;"N/A"
"2339";"Little Red Cap";9;"Altbier";12.0;0.063;"43"
"2338";"Shark Tracker Light lager";549;"Light Lager";12.0;0.048;"N/A"
"2337";"Charlie's Rye IPA";55;"American IPA";16.0;0.06;"N/A"
"2336";"New Cleveland Palesner";155;"American Pilsner";12.0;0.05;"N/A"
